index,meeting_id,caption,topic,topics
87,42,I can give the substance of the zoning change request and then I know Ms. Thompson can talk about her business and why it's such a great fit both for the building and the neighborhood.,0,zoning changes
88,42,The zoning change.,0,zoning changes
89,42,Just identify yourself.,0,zoning changes
90,42,I'm sorry.,0,zoning changes
91,42,Thank you.,0,zoning changes
92,42,"Sam Likling, Department of City Development, City Planning Manager.",0,zoning changes
93,42,"The request in front of the committee is to change the zoning from the current RT4 zoning, which is a residential zoning classification, to LB2 local business.",0,zoning changes
94,42,We believe that that zoning classification would both facilitate the reuse that all Roman Coggs already began to talk about.,0,zoning changes
95,42,You're going to hear a little bit more from Ms. Thompson in a moment.,0,zoning changes
96,42,It would also be consistent with the zoning of a lot of other corner establishments in Harambee and River West where you have that traditional neighborhood development pattern of having a mixed-use commercial establishment on an otherwise residential block.,0,zoning changes
97,42,The current zoning would not allow for commercial uses without various approvals by the Board of Zoning Appeals.,0,zoning changes
98,42,"And the recommendation from DCD, which would be consistent with the Northeast Side Area Plan and a lot of other planning efforts around traditional urban development, would be to rezone it to LB2 to facilitate these uses both now and in the future.",0,zoning changes
99,42,"This item was heard by our City Plan Commission at the Monday, July 18th meeting.",0,zoning changes
100,42,"After hearing a presentation from the applicant, they wholeheartedly endorsed this change and spoke very positively about it.",0,zoning changes
101,42,The Common Council has also seen this proposal before.,0,zoning changes
102,42,"This was a formerly city-owned building, and so the Council did approve the sale of the property to Ms. Thompson for the exact uses we're talking about today.",0,zoning changes
103,42,"So, again, we think it's a really straightforward and positive zoning change that's consistent with the plan and the context, and it will facilitate a pretty incredible development that you're going to hear more about.",0,zoning changes
104,42,Ms. Thompson?,0,zoning changes
105,42,Yes.,0,zoning changes
106,42,"First of all, thanks for all the work you have done for the City of Milwaukee, specifically, obviously, the Brownsville.",0,zoning changes
107,42,"I mean, I think everyone is just very proud of the work that Alderman Cox has put into it over the years.",0,zoning changes
108,42,"It's been a transformative, really, part of our city in the last 10 years, and we're grateful for women like you who are taking the leadership in that area.",0,zoning changes
109,42,Would you just tell us a little bit about your project?,0,zoning changes
110,42,"Thank you, thank you.",0,zoning changes
111,42,"I also want to thank Alderman Cox for putting me on her shoulder as a beacon, helping me make a difference in the community.",0,zoning changes
112,42,I couldn't do it without this Alderman here.,0,zoning changes
113,42,Thank you.,0,zoning changes
114,42,"Yes, my name is Tonda Thompson.",0,zoning changes
115,42,I've done a lot of work in the community as a mentor to young people.,0,zoning changes
116,42,I started a long time ago with Vogue Dreams Production.,0,zoning changes
117,42,"After my modeling career, I started coaching young girls and teaching them how to walk with authority, as I call it, and having a confidence in teaching them modeling, basically, to be able to combat anything that they feel that they cannot do.",0,zoning changes
118,42,"So this is a nine-year thing that has evolved into Valley Creative Collective, which is Vogue Dreams times 30.",0,zoning changes
119,42,"As mentioned, She Slays Wood is a nationally known carpentry.",0,zoning changes
120,42,We were featured on the Kelly Carson Show.,0,zoning changes
121,42,"A lot of people across the nation is, you know, ranting and raving about it, but the thing that makes me proud about She Slays Wood is that I have four young girls who are graduates of Bradley Tech, where I went to school, and they actually have the skills of a carpenter, and they can actually do the work that, you know, most men do as carpenters, and they would never have to beg anybody for a job, but any day of their lives.",0,zoning changes
122,42,"And the Harambee 5k, of course, is near and dear to that neighborhood.",0,zoning changes
123,42,"First of all, I'm from the Harambee neighborhood.",0,zoning changes
124,42,"My family house is in the Harambee neighborhood, so to get a hold of this building, which was inspired by Audubon-McCox, to see this vision come true, it's a blessing to me because it's changing the community already.",0,zoning changes
125,42,"Once our doors are open, whenever I'm there working on the building or trying to, you know, trying to figure out what's going on, what I want to do with the division, whenever the doors are open, people are flooding in, seeing how they can help make a difference within that building themselves.",0,zoning changes
126,42,So that community is heavily invested into that project.,0,zoning changes
127,42,"I've created lots of friends so far over the last year, cutting the grass outside, making sure the property stays somewhat feasible until we are able to do the work on the building.",0,zoning changes
128,42,"So I'm just, it's just, I'm an honor to make that property a beacon to that neighborhood and to change the light of what's going on on Berlion Archives.",0,zoning changes
129,42,"Mr. Chair, if you don't mind before she finishes, two things, if you can add, who some of the sponsors that have come along to assist are and also how the viewing public, if they want to know more information about Valor Collective, how they can learn that.",0,zoning changes
130,42,Absolutely.,0,zoning changes
131,42,"So we have support from Legacy Redevelopment Corporation, which is one of our our banks.",0,zoning changes
132,42,We also have support from Greater Milwaukee Foundation.,0,zoning changes
133,42,"We also have support from American Family Insurance and a host of people and neighborhood people who've donated, who've, you know, when we first bought the building, I don't know if you guys ever seen the pictures of the building inside, but it was very scary.",0,zoning changes
134,42,It was very scary.,0,zoning changes
135,42,And the neighborhood residents helped me come and clean out that building.,0,zoning changes
136,42,People donated dumpsters to help us clean up.,0,zoning changes
137,42,"So it's just been a community, you know, a poor community support.",0,zoning changes
138,42,"And there is still options to help if you like, but we have some big philanthropists coming through, helping us now and helping us get it done there.",0,zoning changes
139,42,"In addition, Milwaukee Tools, Milwaukee Bucks.",0,zoning changes
140,42,"What she says would, you know, it's a popular thing to see a woman, you know, use a hammer.",0,zoning changes
141,42,So I have support from the Milwaukee Bucks who's donated as well as Milwaukee Tools have donated tools.,0,zoning changes
142,42,"We have a huge support from a lot of different organizations across the city, but those are two of the main bigger ones that are coming on to help us.",0,zoning changes
143,42,And the website?,0,zoning changes
144,42,The website is ValorCreativeCollective.com.,0,zoning changes
145,42,That gives you access to all of the businesses that are inside of that property that will be inside of that property once we're up and running.,0,zoning changes
146,42,Could you repeat that please?,0,zoning changes
147,42,ValorCreativeCollective.com.,0,zoning changes
148,42,And the word valor means to be brave in the sight of danger.,0,zoning changes
149,42,And that's something I'm definitely doing right now.,0,zoning changes
150,42,But I don't think that neighborhood is danger.,0,zoning changes
151,42,I just think that making a huge leap of change like that could be scary.,0,zoning changes
152,42,And we're pushing through it.,0,zoning changes
153,42,That's great news.,0,zoning changes
154,42,Alderman Baumann moves for approval.,0,zoning changes
155,42,It is a public hearing.,0,zoning changes
156,42,So is there any other individuals who wish to testify in this matter?,0,zoning changes
157,42,"If you want to just elaborate a little on the woodworking of this shop, tell us a little bit more about that.",0,zoning changes
158,42,So right now my goal is to open up the windows to the shop.,0,zoning changes
159,42,I was told that's prohibited.,0,zoning changes
160,42,You shouldn't do it.,0,zoning changes
161,42,But I want people to walk by and to be able to see young women working in a wood shop.,0,zoning changes
162,42,And I want to just have that whole area just lit up.,0,zoning changes
163,42,"But She Slangs Wood, we build tables, we build, right now we're building fences so we have occupancy to do so within our building.",0,zoning changes
164,42,"So we're building fences, we're building sheds, she sheds, a lot of women like she sheds.",0,zoning changes
165,42,So we come over as a group of women and we have a good time building sheds for other women and building fences for other women.,0,zoning changes
166,42,So why did you start it?,0,zoning changes
167,42,I started it because I have a five-year-old son.,0,zoning changes
168,42,He was three at the time.,0,zoning changes
169,42,He stood on the table.,0,zoning changes
170,42,That's the story that we told on Kelly Carson Show.,0,zoning changes
171,42,My son broke the table.,0,zoning changes
172,42,"It was the middle of the pandemic and we didn't have access of, you know, going to a furniture store.",0,zoning changes
173,42,So I decided to start building the table myself.,0,zoning changes
174,42,And I'm a videographer.,0,zoning changes
175,42,He wasn't receiving much work at the time.,0,zoning changes
176,42,"We didn't know if we were going to live, to be honest, because it was right at the heart of the pandemic.",0,zoning changes
177,42,So I just started selling tables to make extra ends meet.,0,zoning changes
178,42,And I realized that a lot of other women wanted to do the same.,0,zoning changes
179,42,"So I started teaching other women that art of building, but building whatever they wanted to, whenever they could.",0,zoning changes
180,42,This is fabulous.,0,zoning changes
181,42,That's great.,0,zoning changes
182,42,So I'm going to move for approval and hearing no objections to order.,0,zoning changes
183,42,Thank you.,0,zoning changes
184,42,Congratulations.,0,zoning changes
185,42,Thank you.,0,zoning changes
186,42,"Proceeding on the agenda, item six, file number 220299, a substitute resolution writing to minor modification to the detailed plan development known as Good Hope Industrial Center to allow additional fencing and other site changes at HellermannTyton facilities located at 6701 West Good Hope Road on the south side of Good Hope Road, West North 60th Street in the 9th Automatic District.",0,zoning changes
187,42,Sam?,0,zoning changes
188,42,"Thank you, Chair Murphy.",0,zoning changes
189,42,"Again, Sam Leikling, Department of City Development.",0,zoning changes
190,42,This file in front of you is a substitute resolution that would make some adjustments to the detailed plan development that the HellermannTyton facility is located within.,0,zoning changes
191,42,It was formerly known as the Good Hope Industrial Center when that detailed plan development was created.,0,zoning changes
192,42,"Obviously, HellermannTyton is an anchor on the northwest side, providing large numbers of high quality jobs in the Granville area.",0,zoning changes
193,42,The item in front of you today is to make minor adjustments to the detailed plan development because this site is zoned detailed plan development.,0,zoning changes
194,42,The council does have purview over changes to the site and that it is controlled through the DPD zoning.,0,zoning changes
195,42,The changes that are being proposed today that you're going to hear from representatives from the company about momentarily are relatively minor changes to the fencing to increase both safety and circulation on the site as well as to add a guard shack.,0,zoning changes
196,42,"The proposal was presented to our city plan commission on Monday, July 18th at our last city plan commission meeting.",0,zoning changes
197,42,Commissioners at the commission spoke about how attractive the existing HellermannTyton building is.,0,zoning changes
198,42,They supported these adjustments.,0,zoning changes
199,42,"They did ask some questions to the team that I think you're going to hear them touch on a little bit about just how to make sure that that guard shack really blends in with the existing building, the high quality standards that HellermannTyton has throughout the site, and making sure that that is reflected in the proposal you're going to hear today and you're going to hear about that shortly from the applicant team.",0,zoning changes
200,42,"After the public or after the hearing at city plan commission, the plan commissioners did unanimously recommend approval of this DPD amendment.",0,zoning changes
201,42,We're joined by Rick Rice from HellermannTyton as well as representatives of the design team to just talk in a little bit more depth about the proposal.,0,zoning changes
202,42,Go ahead gentlemen.,0,zoning changes
203,42,So what we're proposing is expanding the expanding the fencing around the site for security.,0,zoning changes
204,42,Currently there's a small corner on the northwest side of the property that isn't fenced in and houses the visitor parking and what we're proposing is expanding the fencing to include the visitor parking and add a guard shack to check people in as they come into the facility.,0,zoning changes
205,42,"Along with that, expanding the fencing, they would be creating a drop-off lane to increase the safety for the employees that are are dropped off for each shift.",0,zoning changes
206,42,Very good.,0,zoning changes
207,42,Any questions or comments committee members?,0,zoning changes
208,42,"If not, Alderman Perez moves for approval.",0,zoning changes
209,42,Hearing no objections with my abstain on the vote and hearing no objections to order.,0,zoning changes
210,42,Thank you.,0,zoning changes
211,42,Proceeding on the agenda is item 720403.,0,zoning changes
212,42,Resolution directing the Department of City Development to develop an update to the housing element of the city-wide policy plan to include proposed updates to the portions of the city's zoning code that govern residential development and authorizing a transfer of funds from the capital improvements advanced planning fund to a sub-account for the housing zone code update.,0,zoning changes
213,42,This is sponsored by Alderman Baum and myself and Perez.,0,zoning changes
214,42,Thank you chair and co-sponsors.,0,zoning changes
215,42,The resolution in front of you would direct the Department of City Development to begin a process.,0,zoning changes
216,42,There's nothing final being presented today.,0,zoning changes
217,42,This would direct DCD to initiate a process to do two things.,0,zoning changes
218,42,One would be to update the housing component of the city-wide policy plan and also to recommend changes to the city the elements of the city's zoning code that regulate housing development.,0,zoning changes
219,42,The background there is obviously as you know back in 2010 the city-wide comprehensive plan including the policy city-wide policy plan was adopted.,0,zoning changes
220,42,Since then we've had a number of area plan updates.,0,zoning changes
221,42,There's been a city-wide affordable housing plan.,0,zoning changes
222,42,There's been an you know the eco office has led a climate and equity plan in conjunction with the county and we've done transitory development planning.,0,zoning changes
223,42,"A lot of those plans have made recommendations related to adding density near transit, continuing to look at things like how we regulate parking, accessory dwelling units, things like that.",0,zoning changes
224,42,And so now we do want to take the next step in actually taking some of those recommendations and doing more in-depth look at our code.,0,zoning changes
225,42,"The good news is I think when you compare us to cities across the country we have a very we have the kind of zoning code that a lot of cities across the country are in some ways emulating as far as looking at a wider mix of uses, very progressive low parking requirements, elements of the code that guide additional density toward transit, and design guidelines that really influence and prioritize the experience in the pedestrian realm.",0,zoning changes
226,42,"That said we know that we can kind of continue to make the code as the code evolves, make changes that will advance some of the mayor's goals around growth, transit-oriented development, and some of the recommendations that have come out of our past planning studies around really making sure that our code enables that kind of development that I know the council's going on record wanting to see through your adoption of various comprehensive plans, the TOD plan, the work that's going on in the climate equity plan.",0,zoning changes
227,42,So we're proposing to during 2023 carry out a project to actually begin to bring back to you all recommendations on ways that we can adjust the code to further support and enable that type of development.,0,zoning changes
228,42,We do envision there being a fair amount of community engagement and outreach in this as that's a commitment we've made throughout any of our kind of planning exercises to work with you know stakeholders to ensure that the recommendations we're bringing forward align with you know neighborhood and community goals.,0,zoning changes
229,42,And we also the resolution in front of you in addition to directing us to carry out this project would allocate funding from our existing 2022 city advanced planning budget to allow us to support some of that committee outreach and also bring on a consultant that has some experience in graphically representing some of these types of things.,0,zoning changes
230,42,You know you've probably all seen the you know the in projects in the past you know really high quality graphics that are going to be needed to demonstrate to the public that kind of you know the kind of things we're talking about the kind of concepts.,0,zoning changes
231,42,The project would be fully managed by the DC planning staff.,0,zoning changes
232,42,We think we have a fair amount of in-house expertise in this but we still are asking for some funding to be allocated to supplement with those services I just talked about.,0,zoning changes
233,42,So that's the resolution in front of you and we obviously look forward to working with all the council members on this important project as it moves forward.,0,zoning changes
234,42,Mr. Chair?,0,zoning changes
235,42,"Sure, Alderman Baumann.",0,zoning changes
236,42,You know I see this involves an expenditure of a hundred thousand dollars.,0,zoning changes
237,42,Usually when we spend a hundred thousand dollars around here we're trying to fix something fix a problem you know all in favor of expanding our knowledge and these exercises are always worthwhile but a hundred thousand dollars for consultants.,0,zoning changes
238,42,What's the problem we're trying to fix with this expenditure?,0,zoning changes
239,42,I think that when you kind of zoom back out one of the mayor's when the mayor released his economic development vision one of the planks of that vision said that he wanted to look at the zoning code to make sure that there were not any barriers to the kind of growth and development that that is part of the administration's vision that is the type of thing that have been supported by past planning efforts.,0,zoning changes
240,42,So rather than and I think that will likely involve what what's impeding our growth and expansion.,0,zoning changes
241,42,I think when you look at some of the recommendations that came out of the transitory development study a few years ago there was certainly recommendations for looking at things like the height and density allowed on some of our commercial and transit corridors and maybe looking at you know again I don't envision there being like we're not proposing to throw out the code it's kind of looking at those areas that could perhaps be tweaked to better enable some of that type of development. I think that the things that have come up a number of times in past planning efforts that we want to give some further exploration to is exactly that is kind of how we how we regulate density along some of our some of our transit and commercial corridors whether or not there is justific whether or not we should be looking at some of the ways we require or don't require or regulate parking and new development especially around transit the degree to which accessory dwelling units and different people call those different things like to interrupt you know this sounds very benign but taken to its logical extreme I think people should understand what this can represent.,0,zoning changes
242,42,This could represent a significant up zoning of neighborhoods that have been traditionally very popular for their single and two-family residential character.,0,zoning changes
243,42,Bayview is case in point if you if you rezone Bayview from an RT1234 to an RM13456 or 7 you could triple or quadruple the density of Bayview but would that be an improvement or would that be a detriment?,0,zoning changes
244,42,"Superior Street, South Shore Street, some of the most magnificent views in the city of Milwaukee are now in the possession of relatively modest single-family homes.",0,zoning changes
245,42,What would those streets look like with a row of 20-story high-rises?,0,zoning changes
246,42,And you would say well the neighbors would never sell.,0,zoning changes
247,42,"Oh no, developer comes in there willing to pay two million bucks for a house assessed at 400,000 and they might sell and you'd start to process because this happened in Chicago that's exactly how a lot of the Chicago lakefront developed or on the north side the northeast side Wall Avenue what a magnificent place for a string of high-rises or Terrace south of North Avenue what a big lots huge lots with lake views over the bluff magnificent location for high-rises",0,zoning changes
248,42,Are we really going to go there?,0,zoning changes
249,42,Because if we really want to increase density and population growth you've got to add housing units where people want to live and it's those neighborhoods where people want to live.,0,zoning changes
250,42,Is that a fair statement?,0,zoning changes
251,42,So yeah let me answer that question two ways first at the kind of macro level which I think you made a good statement there about we you know if we're going to be seeing the city grow and achieving some of the mayor's population goals we'll need to add housing units both where people want to live but across the city so I think that's a fair thing that we want to consider as we're carrying out this project in my opening comments I also said we're not bringing you final ideas or final final recommendations today so as far as like some of the very site-specific things you got into I don't pretend to come to you and say those because those are uniquely desirable residential neighborhoods because of their low density well and the thing I was going to mention the second point you know you you did you almost set us up too well to now make a plug that you know you talked about the Bayview neighborhood specifically and that is an area where we are doing detailed area planning right now led by Alderwoman Dimitrovich just tonight at from between 5 and 7 p.m. we have a meeting at South Shore Pavilion where we're going to present some initial recommendations for Bayview that have come out of the the planning process there so we are certainly looking at that and you know I've been we've certainly heard recommendations from residents in Bayview and I'm not going to pretend this has been unanimous but there's been a lot of people who said we do want to see growth in Bayview and we're certainly trying to accommodate that and and use that specific neighborhood planning process to plan for it so I think we're continuing to do the things we've always done which is plan you know both do neighborhood planning but also acknowledge the thing that you said at the start which is some of these issues when you look at regulatory tools and growth policy we do probably have to do some level of citywide analysis there so that's why we're proposing to undertake this project if you're right that depending on the way that this project unfolds like we certainly want input from the council and that's why we're proposing is a two-phase project where at the end of phase one we come back to you all at the council I presume that would come to ZND here and before we start actually writing you know writing code updates we say here are the general findings that we found here is the some general recommendations around things we want to that we want to advance and I think we'll ask the council this committee and then the council to go on record supporting that before we start right you said you know getting in the weeds of writing code because we don't want to bring you something that's not going to be able to get the support of this council additional questions Mr. Chair all the way yes please go ahead yes yes good afternoon Mr. Chair thank you and thanks for all the love for Bayview we love it and good looking out we are as Sam pointed out in almost a year and a half a very intense planning effort because we want to be part of the city solution we want to be in the driver's seat of our own future and we know we've had a lot of changes and so we are really working on a forward thinking vision how we can be more inclusive what that means what that looks and feels like and what changes need to happen and we've had some really interesting conversations in in Bayview that I'm happy to be part of that I don't think it's taken place at this level for a while however the question I had was kind of how you know how does this complement compare because I wouldn't want to support a citywide plan today that includes changes that I haven't finalized within my own district plan and I just wanted to understand that and we do have that meeting tonight where we're actually it's an open house we're going to first respond to the first draft that's that's what I'm interested in is I do believe we need a citywide plan but I mean where there's districts that are going through this intensive process I want to make sure that that's complemented and not contradicting Mr. Chair.,0,zoning changes
252,42,That's a great question all Roman and I think again I think we look forward to working with all alders as we kind of develop a more detailed scope for this project but as I've initially as we've initially thought about it I think you're right neighborhood planning will continue and neighborhood planning will likely continue kind of dictate you know key sites within individual neighborhoods and some of the you know neighborhood specific planning and how we implement those plans but there's a separate when I said the citywide aspect I also am talking I think about the overall city zoning code there are changes that we think we could be made to the code itself that are not neighborhood specific but that might help again enable some of the types of development that people have spoken about and again I don't want to like my goal today was not to get too far in any specific type of things because I know we don't I don't want to suggest that we've made final you know any kind of final conclusions but just an example that came up earlier was you know the the level of density that's currently allowed on some of our commercial corridors that that's regulated on a citywide basis through the code and there might be you know we as we've looked at in the in the past done TOD planning sorry I should stop using acronyms the transitory development planning one of the things that we've seen and we've also seen in some code administration that we've done is that perhaps you know making some kind of tweaks at the margins or turning the dials on some of those things in the code might better align with existing recommendations that have already been made in plans but have also been kind of you know are are very much citywide in nature and are not specific to one neighborhood or one site.,0,zoning changes
253,42,Mr. Chair just uh I guess I want to be a little bit more direct but what if there's a conflict I mean um like we're really being careful in Bayview to not just say what we don't want but to to say what we do want and specifically where so um you know some of the areas that Alderman Bauman mentioned um are are ones that are being heavily considered for historical preservation our plan as you know is one that's um actually using funding and you should you would love this Alderman Bauman we're doing a bit of a modest of a survey of our historical analysis at the same time while we're planning and so my point is what if like what if the citywide plan says something that conflicts with our neighborhood plan?,0,zoning changes
254,42,Right I think uh I think that's the kind of thing that we want to make sure we're being thoughtful about through the process and again like without um we do want to have more in-depth discussions with individual elders about that but I think that again at a high level one way to maybe think about that is that there's two aspects that govern you know what can you know the city's zoning and what can be done in development throughout the city and there's the zoning map which kind of talks about how individual properties are zoned and then there's also the code the text of the code and you know when we I don't anticipate that the citywide effort that we're talking about is going to get in depth about saying the zoning of site xyz should be changed it might instead say things like commercial corridors you know commercial corridors that are well served by transit and that are currently zoned you know for example our local business 2 district maybe there's tweaks that need to be made to that local business 2 district that will better enable transitory development but I don't anticipate it going in the weeds about any specific map amendments.,0,zoning changes
255,42,So my vote today is not actually changing any code right now.,0,zoning changes
256,42,No this is just the item that's in front of the committee today is to just initiate this process with much of the work taking place during 2023 in close partnership and close coordination with not just the elders on this committee but the elders that yeah and it would also allocate funding for us to begin the process.,0,zoning changes
257,42,Okay all right thank you Mr. Chair appreciate it.,0,zoning changes
258,42,You're welcome.,0,zoning changes
259,42,Any additional questions or comments to committee members?,0,zoning changes
260,42,"If not, Alderman Perez moves for adoption and hearing no objections so ordered.",0,zoning changes
261,42,Moving on the agenda item 8 file number 220458 a resolution authorizing acceptance but unsolicited offer to purchase from Trina Gandhi and for the city-owned tax property located at 2877 North 36th Street in the 15 Aldermanic District.,0,zoning changes
262,42,This is sponsored by Alderman Stamper.,0,zoning changes
263,42,Chris do we have somebody here?,0,zoning changes
264,42,Deborah would you like to introduce?,0,zoning changes
265,42,Good afternoon.,0,zoning changes
266,42,Go ahead.,0,zoning changes
267,42,This is Deborah from DCD Real Estate and unfortunately Ms. Gandhi was not available to appear however she did authorize her real estate agent Keisha Barnes to attend on her behalf.,0,zoning changes
