index,meeting_id,caption,topic,topics
43,42,Can you hear me?,2,appointment of Irma Yapaz-Klaasen to the Housing Authority
44,42,"Hello, everybody.",2,appointment of Irma Yapaz-Klaasen to the Housing Authority
45,42,I was.,2,appointment of Irma Yapaz-Klaasen to the Housing Authority
46,42,"I had previously served on behalf of Mayor Barrett in the role of Housing Policy Director coordinating our Neighborhood Plan activity and other affordable housing activities during my tenure that was back in May of 2016, and I closed out my term at the city at the end of 2018.",2,appointment of Irma Yapaz-Klaasen to the Housing Authority
47,42,"And since then, I have been working with the Zilber Family Foundation, and again, I'm committed to investing and supporting non-profit organizations to support efforts around community economic development and affordable housing.",2,appointment of Irma Yapaz-Klaasen to the Housing Authority
48,42,"And this is alongside the Housing Authority team members, too, in developing the community development along with the Affordable Housing Plan.",2,appointment of Irma Yapaz-Klaasen to the Housing Authority
49,42,"Okay, thank you.",2,appointment of Irma Yapaz-Klaasen to the Housing Authority
50,42,"Okay, I'm hearing no other questions, or is there a motion for approval?",2,appointment of Irma Yapaz-Klaasen to the Housing Authority
51,42,"Yes, move approval, Mr. Chair.",2,appointment of Irma Yapaz-Klaasen to the Housing Authority
52,42,Great.,2,appointment of Irma Yapaz-Klaasen to the Housing Authority
53,42,"Alderman Stamper moves for approval and hearing no objections, so ordered.",2,appointment of Irma Yapaz-Klaasen to the Housing Authority
54,42,"Thank you, Miss Classenenden.",2,appointment of Irma Yapaz-Klaasen to the Housing Authority
55,42,"On the agenda, file number 220438, reappointment of LaShawnda Vernon to the Brownsville Advisory Committee by Alderman Malaylee Coggs.",3,reappointment of LaShawnda Vernon 
56,42,"Thank you, Mr. Chair.",3,reappointment of LaShawnda Vernon 
57,42,"This is a reappointment, and LaShawnda has served as the chair of the committee and has done an excellent job in helping to steward the decision-making and activities of the committee, and I would love to see her continue on with the committee, so I will respectfully ask for you all's approval.",3,reappointment of LaShawnda Vernon 
58,42,Move confirmation.,3,reappointment of LaShawnda Vernon 
59,42,"Alderman Bowman moves for approval, and she has a perfect attendance record.",3,reappointment of LaShawnda Vernon 
60,42,"Alderman Bowman moves for approval and hearing no objections, so ordered.",3,reappointment of LaShawnda Vernon 
61,42,"Item three on the agenda, file number 220439, reappointment of Theresa Garrison to the Brownsville Advisory Committee by Alderman Malaylee Coggs.",4,reappointment of Theresa Garrison 
62,42,Miss Garrison is the resident representative.,4,reappointment of Theresa Garrison 
63,42,"She actually lives and has lived for, I think, over 30 years in the Brownsville area.",4,reappointment of Theresa Garrison 
64,42,"She's a little older and has some limited access to technology, but she still makes, you know, as much as possible at the meetings, so I really appreciate her participation and her wisdom on the committee, so I would again ask for your approval of her reappointment.",4,reappointment of Theresa Garrison 
65,42,"Alderman Perez moves for approval and hearing no objections, so ordered.",4,reappointment of Theresa Garrison 
66,42,"Item four, 220440, reappointment of Rahina, and I apologize for the mispronunciation, Boynes to the Brownsville Advisory Committee by Alderman Coggs.",5,reappointment of Rahina
67,42,Many in the artistic community affectionately call him Ray Nitti.,5,reappointment of Rahina
68,42,"He has been a tremendous asset from the artistic perspective for the committee, and out of his addition, several other programs that we now do at the city in Brownsville have grown out of ideas that he came to the table with, so I definitely see him as an asset to the Brownsville Advisory Committee, and he also is now involved in development projects that have a cultural or creative um bend to them, so I see his addition or his continued service on the committee as essential, so I would again ask for you all's approval as well.",5,reappointment of Rahina
69,42,"Alderman Stanford moves for approval, perfect attendance record also, and hearing no objections, so ordered.",5,reappointment of Rahina
70,42,Thank you.,5,reappointment of Rahina
71,42,"Item five, and the agenda, file number 220296, a substitute ordinance relating to changes zoning from two family residential RT4 to local business LB2 to allow a wider mix of commercial uses for the property located at 128 East Burleigh Street on the north side of East Burleigh Street east of North Achilles Street in the 6th Automatic District.",6,residential to business zoning change
72,42,"Thank you, Mr. Chair.",6,residential to business zoning change
73,42,"Many of you may know Tonda Thompson, familiar face here.",6,residential to business zoning change
74,42,"She is always, she is the founder of the Harambee 5k walk run for healthy birth outcomes that partners with Brownsville Week every year.",6,residential to business zoning change
75,42,"She's worked here at the city before, but many of those in the viewing public may also know her from Rogue Dreams, her photography and videography business, as well as her, she swings wood, her carpentry business, I guess, that you would call it, and through Harambee 5k she does it with her non-profit.",6,residential to business zoning change
76,42,"I am grateful that she has chosen to build a home for those three things that are collective in the Harambee neighborhood and first in Burleigh, a neighborhood that means a lot to her.",6,residential to business zoning change
77,42,She has taken a formerly city-owned building that was vacant for I believe 12 years and has chosen to renovate it for the utilization that she wants to have with it.,6,residential to business zoning change
78,42,The Department of City Development has recommended this zoning change.,6,residential to business zoning change
79,42,I wholeheartedly support it and would hope that you all will as well.,6,residential to business zoning change
80,42,"With that, I'll turn it over to, I don't know who you want to talk first.",6,residential to business zoning change
81,42,So is the plan for this to be a mixed-use residential upstairs office on the first floor or all office?,6,residential to business zoning change
82,42,"I think you want to talk, Sam.",6,residential to business zoning change
83,42,Do you want me to?,6,residential to business zoning change
84,42,This is a handsome building.,6,residential to business zoning change
85,42,I actually like the looks of this building.,6,residential to business zoning change
86,42,It looks to be very original.,6,residential to business zoning change
87,42,I can give the substance of the zoning change request and then I know Ms. Thompson can talk about her business and why it's such a great fit both for the building and the neighborhood.,6,residential to business zoning change
88,42,The zoning change.,6,residential to business zoning change
89,42,Just identify yourself.,6,residential to business zoning change
90,42,I'm sorry.,6,residential to business zoning change
91,42,Thank you.,6,residential to business zoning change
92,42,"Sam Likling, Department of City Development, City Planning Manager.",6,residential to business zoning change
93,42,"The request in front of the committee is to change the zoning from the current RT4 zoning, which is a residential zoning classification, to LB2 local business.",6,residential to business zoning change
94,42,We believe that that zoning classification would both facilitate the reuse that all Roman Coggs already began to talk about.,6,residential to business zoning change
95,42,You're going to hear a little bit more from Ms. Thompson in a moment.,6,residential to business zoning change
96,42,It would also be consistent with the zoning of a lot of other corner establishments in Harambee and River West where you have that traditional neighborhood development pattern of having a mixed-use commercial establishment on an otherwise residential block.,6,residential to business zoning change
97,42,The current zoning would not allow for commercial uses without various approvals by the Board of Zoning Appeals.,6,residential to business zoning change
98,42,"And the recommendation from DCD, which would be consistent with the Northeast Side Area Plan and a lot of other planning efforts around traditional urban development, would be to rezone it to LB2 to facilitate these uses both now and in the future.",6,residential to business zoning change
99,42,"This item was heard by our City Plan Commission at the Monday, July 18th meeting.",6,residential to business zoning change
100,42,"After hearing a presentation from the applicant, they wholeheartedly endorsed this change and spoke very positively about it.",6,residential to business zoning change
101,42,The Common Council has also seen this proposal before.,6,residential to business zoning change
102,42,"This was a formerly city-owned building, and so the Council did approve the sale of the property to Ms. Thompson for the exact uses we're talking about today.",6,residential to business zoning change
103,42,"So, again, we think it's a really straightforward and positive zoning change that's consistent with the plan and the context, and it will facilitate a pretty incredible development that you're going to hear more about.",6,residential to business zoning change
104,42,Ms. Thompson?,6,residential to business zoning change
105,42,Yes.,6,residential to business zoning change
106,42,"First of all, thanks for all the work you have done for the City of Milwaukee, specifically, obviously, the Brownsville.",6,residential to business zoning change
107,42,"I mean, I think everyone is just very proud of the work that Alderman Cox has put into it over the years.",6,residential to business zoning change
108,42,"It's been a transformative, really, part of our city in the last 10 years, and we're grateful for women like you who are taking the leadership in that area.",6,residential to business zoning change
109,42,Would you just tell us a little bit about your project?,6,residential to business zoning change
110,42,"Thank you, thank you.",6,residential to business zoning change
111,42,"I also want to thank Alderman Cox for putting me on her shoulder as a beacon, helping me make a difference in the community.",6,residential to business zoning change
112,42,I couldn't do it without this Alderman here.,6,residential to business zoning change
113,42,Thank you.,6,residential to business zoning change
114,42,"Yes, my name is Tonda Thompson.",6,residential to business zoning change
115,42,I've done a lot of work in the community as a mentor to young people.,6,residential to business zoning change
116,42,I started a long time ago with Vogue Dreams Production.,6,residential to business zoning change
117,42,"After my modeling career, I started coaching young girls and teaching them how to walk with authority, as I call it, and having a confidence in teaching them modeling, basically, to be able to combat anything that they feel that they cannot do.",6,residential to business zoning change
118,42,"So this is a nine-year thing that has evolved into Valley Creative Collective, which is Vogue Dreams times 30.",6,residential to business zoning change
119,42,"As mentioned, She Slays Wood is a nationally known carpentry.",6,residential to business zoning change
120,42,We were featured on the Kelly Carson Show.,6,residential to business zoning change
121,42,"A lot of people across the nation is, you know, ranting and raving about it, but the thing that makes me proud about She Slays Wood is that I have four young girls who are graduates of Bradley Tech, where I went to school, and they actually have the skills of a carpenter, and they can actually do the work that, you know, most men do as carpenters, and they would never have to beg anybody for a job, but any day of their lives.",6,residential to business zoning change
122,42,"And the Harambee 5k, of course, is near and dear to that neighborhood.",6,residential to business zoning change
123,42,"First of all, I'm from the Harambee neighborhood.",6,residential to business zoning change
124,42,"My family house is in the Harambee neighborhood, so to get a hold of this building, which was inspired by Audubon-McCox, to see this vision come true, it's a blessing to me because it's changing the community already.",6,residential to business zoning change
125,42,"Once our doors are open, whenever I'm there working on the building or trying to, you know, trying to figure out what's going on, what I want to do with the division, whenever the doors are open, people are flooding in, seeing how they can help make a difference within that building themselves.",6,residential to business zoning change
126,42,So that community is heavily invested into that project.,6,residential to business zoning change
127,42,"I've created lots of friends so far over the last year, cutting the grass outside, making sure the property stays somewhat feasible until we are able to do the work on the building.",6,residential to business zoning change
128,42,"So I'm just, it's just, I'm an honor to make that property a beacon to that neighborhood and to change the light of what's going on on Berlion Archives.",6,residential to business zoning change
129,42,"Mr. Chair, if you don't mind before she finishes, two things, if you can add, who some of the sponsors that have come along to assist are and also how the viewing public, if they want to know more information about Valor Collective, how they can learn that.",6,residential to business zoning change
130,42,Absolutely.,6,residential to business zoning change
131,42,"So we have support from Legacy Redevelopment Corporation, which is one of our our banks.",6,residential to business zoning change
132,42,We also have support from Greater Milwaukee Foundation.,6,residential to business zoning change
133,42,"We also have support from American Family Insurance and a host of people and neighborhood people who've donated, who've, you know, when we first bought the building, I don't know if you guys ever seen the pictures of the building inside, but it was very scary.",6,residential to business zoning change
134,42,It was very scary.,6,residential to business zoning change
135,42,And the neighborhood residents helped me come and clean out that building.,6,residential to business zoning change
136,42,People donated dumpsters to help us clean up.,6,residential to business zoning change
137,42,"So it's just been a community, you know, a poor community support.",6,residential to business zoning change
138,42,"And there is still options to help if you like, but we have some big philanthropists coming through, helping us now and helping us get it done there.",6,residential to business zoning change
139,42,"In addition, Milwaukee Tools, Milwaukee Bucks.",6,residential to business zoning change
140,42,"What she says would, you know, it's a popular thing to see a woman, you know, use a hammer.",6,residential to business zoning change
141,42,So I have support from the Milwaukee Bucks who's donated as well as Milwaukee Tools have donated tools.,6,residential to business zoning change
142,42,"We have a huge support from a lot of different organizations across the city, but those are two of the main bigger ones that are coming on to help us.",6,residential to business zoning change
143,42,And the website?,6,residential to business zoning change
144,42,The website is ValorCreativeCollective.com.,6,residential to business zoning change
145,42,That gives you access to all of the businesses that are inside of that property that will be inside of that property once we're up and running.,6,residential to business zoning change
146,42,Could you repeat that please?,6,residential to business zoning change
147,42,ValorCreativeCollective.com.,6,residential to business zoning change
148,42,And the word valor means to be brave in the sight of danger.,6,residential to business zoning change
149,42,And that's something I'm definitely doing right now.,6,residential to business zoning change
150,42,But I don't think that neighborhood is danger.,6,residential to business zoning change
151,42,I just think that making a huge leap of change like that could be scary.,6,residential to business zoning change
152,42,And we're pushing through it.,6,residential to business zoning change
153,42,That's great news.,6,residential to business zoning change
154,42,Alderman Baumann moves for approval.,6,residential to business zoning change
155,42,It is a public hearing.,6,residential to business zoning change
156,42,So is there any other individuals who wish to testify in this matter?,6,residential to business zoning change
157,42,"If you want to just elaborate a little on the woodworking of this shop, tell us a little bit more about that.",6,residential to business zoning change
158,42,So right now my goal is to open up the windows to the shop.,6,residential to business zoning change
159,42,I was told that's prohibited.,6,residential to business zoning change
160,42,You shouldn't do it.,6,residential to business zoning change
161,42,But I want people to walk by and to be able to see young women working in a wood shop.,6,residential to business zoning change
162,42,And I want to just have that whole area just lit up.,6,residential to business zoning change
163,42,"But She Slangs Wood, we build tables, we build, right now we're building fences so we have occupancy to do so within our building.",6,residential to business zoning change
164,42,"So we're building fences, we're building sheds, she sheds, a lot of women like she sheds.",6,residential to business zoning change
165,42,So we come over as a group of women and we have a good time building sheds for other women and building fences for other women.,6,residential to business zoning change
166,42,So why did you start it?,6,residential to business zoning change
167,42,I started it because I have a five-year-old son.,6,residential to business zoning change
168,42,He was three at the time.,6,residential to business zoning change
169,42,He stood on the table.,6,residential to business zoning change
170,42,That's the story that we told on Kelly Carson Show.,6,residential to business zoning change
171,42,My son broke the table.,6,residential to business zoning change
172,42,"It was the middle of the pandemic and we didn't have access of, you know, going to a furniture store.",6,residential to business zoning change
173,42,So I decided to start building the table myself.,6,residential to business zoning change
174,42,And I'm a videographer.,6,residential to business zoning change
175,42,He wasn't receiving much work at the time.,6,residential to business zoning change
176,42,"We didn't know if we were going to live, to be honest, because it was right at the heart of the pandemic.",6,residential to business zoning change
177,42,So I just started selling tables to make extra ends meet.,6,residential to business zoning change
178,42,And I realized that a lot of other women wanted to do the same.,6,residential to business zoning change
179,42,"So I started teaching other women that art of building, but building whatever they wanted to, whenever they could.",6,residential to business zoning change
180,42,This is fabulous.,6,residential to business zoning change
181,42,That's great.,6,residential to business zoning change
182,42,So I'm going to move for approval and hearing no objections to order.,6,residential to business zoning change
183,42,Thank you.,6,residential to business zoning change
184,42,Congratulations.,6,residential to business zoning change
185,42,Thank you.,6,residential to business zoning change
186,42,"Proceeding on the agenda, item six, file number 220299, a substitute resolution writing to minor modification to the detailed plan development known as Good Hope Industrial Center to allow additional fencing and other site changes at HellermannTyton facilities located at 6701 West Good Hope Road on the south side of Good Hope Road, West North 60th Street in the 9th Automatic District.",7,Good Hope Industrial Center
187,42,Sam?,7,Good Hope Industrial Center
188,42,"Thank you, Chair Murphy.",7,Good Hope Industrial Center
189,42,"Again, Sam Leikling, Department of City Development.",7,Good Hope Industrial Center
190,42,This file in front of you is a substitute resolution that would make some adjustments to the detailed plan development that the HellermannTyton facility is located within.,7,Good Hope Industrial Center
191,42,It was formerly known as the Good Hope Industrial Center when that detailed plan development was created.,7,Good Hope Industrial Center
192,42,"Obviously, HellermannTyton is an anchor on the northwest side, providing large numbers of high quality jobs in the Granville area.",7,Good Hope Industrial Center
193,42,The item in front of you today is to make minor adjustments to the detailed plan development because this site is zoned detailed plan development.,7,Good Hope Industrial Center
194,42,The council does have purview over changes to the site and that it is controlled through the DPD zoning.,7,Good Hope Industrial Center
195,42,The changes that are being proposed today that you're going to hear from representatives from the company about momentarily are relatively minor changes to the fencing to increase both safety and circulation on the site as well as to add a guard shack.,7,Good Hope Industrial Center
196,42,"The proposal was presented to our city plan commission on Monday, July 18th at our last city plan commission meeting.",7,Good Hope Industrial Center
197,42,Commissioners at the commission spoke about how attractive the existing HellermannTyton building is.,7,Good Hope Industrial Center
198,42,They supported these adjustments.,7,Good Hope Industrial Center
199,42,"They did ask some questions to the team that I think you're going to hear them touch on a little bit about just how to make sure that that guard shack really blends in with the existing building, the high quality standards that HellermannTyton has throughout the site, and making sure that that is reflected in the proposal you're going to hear today and you're going to hear about that shortly from the applicant team.",7,Good Hope Industrial Center
200,42,"After the public or after the hearing at city plan commission, the plan commissioners did unanimously recommend approval of this DPD amendment.",7,Good Hope Industrial Center
201,42,We're joined by Rick Rice from HellermannTyton as well as representatives of the design team to just talk in a little bit more depth about the proposal.,7,Good Hope Industrial Center
202,42,Go ahead gentlemen.,7,Good Hope Industrial Center
203,42,So what we're proposing is expanding the expanding the fencing around the site for security.,7,Good Hope Industrial Center
204,42,Currently there's a small corner on the northwest side of the property that isn't fenced in and houses the visitor parking and what we're proposing is expanding the fencing to include the visitor parking and add a guard shack to check people in as they come into the facility.,7,Good Hope Industrial Center
205,42,"Along with that, expanding the fencing, they would be creating a drop-off lane to increase the safety for the employees that are are dropped off for each shift.",7,Good Hope Industrial Center
206,42,Very good.,7,Good Hope Industrial Center
207,42,Any questions or comments committee members?,7,Good Hope Industrial Center
208,42,"If not, Alderman Perez moves for approval.",7,Good Hope Industrial Center
209,42,Hearing no objections with my abstain on the vote and hearing no objections to order.,7,Good Hope Industrial Center
210,42,Thank you.,7,Good Hope Industrial Center
211,42,Proceeding on the agenda is item 720403.,8,authorizing a transfer of funds from the capital improvements
212,42,Resolution directing the Department of City Development to develop an update to the housing element of the city-wide policy plan to include proposed updates to the portions of the city's zoning code that govern residential development and authorizing a transfer of funds from the capital improvements advanced planning fund to a sub-account for the housing zone code update.,8,authorizing a transfer of funds from the capital improvements
213,42,This is sponsored by Alderman Baum and myself and Perez.,8,authorizing a transfer of funds from the capital improvements
214,42,Thank you chair and co-sponsors.,8,authorizing a transfer of funds from the capital improvements
215,42,The resolution in front of you would direct the Department of City Development to begin a process.,8,authorizing a transfer of funds from the capital improvements
216,42,There's nothing final being presented today.,8,authorizing a transfer of funds from the capital improvements
217,42,This would direct DCD to initiate a process to do two things.,8,authorizing a transfer of funds from the capital improvements
218,42,One would be to update the housing component of the city-wide policy plan and also to recommend changes to the city the elements of the city's zoning code that regulate housing development.,8,authorizing a transfer of funds from the capital improvements
219,42,The background there is obviously as you know back in 2010 the city-wide comprehensive plan including the policy city-wide policy plan was adopted.,8,authorizing a transfer of funds from the capital improvements
220,42,Since then we've had a number of area plan updates.,8,authorizing a transfer of funds from the capital improvements
221,42,There's been a city-wide affordable housing plan.,8,authorizing a transfer of funds from the capital improvements
222,42,There's been an you know the eco office has led a climate and equity plan in conjunction with the county and we've done transitory development planning.,8,authorizing a transfer of funds from the capital improvements
223,42,"A lot of those plans have made recommendations related to adding density near transit, continuing to look at things like how we regulate parking, accessory dwelling units, things like that.",8,authorizing a transfer of funds from the capital improvements
224,42,And so now we do want to take the next step in actually taking some of those recommendations and doing more in-depth look at our code.,8,authorizing a transfer of funds from the capital improvements
225,42,"The good news is I think when you compare us to cities across the country we have a very we have the kind of zoning code that a lot of cities across the country are in some ways emulating as far as looking at a wider mix of uses, very progressive low parking requirements, elements of the code that guide additional density toward transit, and design guidelines that really influence and prioritize the experience in the pedestrian realm.",8,authorizing a transfer of funds from the capital improvements
226,42,"That said we know that we can kind of continue to make the code as the code evolves, make changes that will advance some of the mayor's goals around growth, transit-oriented development, and some of the recommendations that have come out of our past planning studies around really making sure that our code enables that kind of development that I know the council's going on record wanting to see through your adoption of various comprehensive plans, the TOD plan, the work that's going on in the climate equity plan.",8,authorizing a transfer of funds from the capital improvements
227,42,So we're proposing to during 2023 carry out a project to actually begin to bring back to you all recommendations on ways that we can adjust the code to further support and enable that type of development.,8,authorizing a transfer of funds from the capital improvements
228,42,We do envision there being a fair amount of community engagement and outreach in this as that's a commitment we've made throughout any of our kind of planning exercises to work with you know stakeholders to ensure that the recommendations we're bringing forward align with you know neighborhood and community goals.,8,authorizing a transfer of funds from the capital improvements
229,42,And we also the resolution in front of you in addition to directing us to carry out this project would allocate funding from our existing 2022 city advanced planning budget to allow us to support some of that committee outreach and also bring on a consultant that has some experience in graphically representing some of these types of things.,8,authorizing a transfer of funds from the capital improvements
230,42,You know you've probably all seen the you know the in projects in the past you know really high quality graphics that are going to be needed to demonstrate to the public that kind of you know the kind of things we're talking about the kind of concepts.,8,authorizing a transfer of funds from the capital improvements
231,42,The project would be fully managed by the DC planning staff.,8,authorizing a transfer of funds from the capital improvements
232,42,We think we have a fair amount of in-house expertise in this but we still are asking for some funding to be allocated to supplement with those services I just talked about.,8,authorizing a transfer of funds from the capital improvements
233,42,So that's the resolution in front of you and we obviously look forward to working with all the council members on this important project as it moves forward.,8,authorizing a transfer of funds from the capital improvements
234,42,Mr. Chair?,8,authorizing a transfer of funds from the capital improvements
235,42,"Sure, Alderman Baumann.",8,authorizing a transfer of funds from the capital improvements
236,42,You know I see this involves an expenditure of a hundred thousand dollars.,8,authorizing a transfer of funds from the capital improvements
237,42,Usually when we spend a hundred thousand dollars around here we're trying to fix something fix a problem you know all in favor of expanding our knowledge and these exercises are always worthwhile but a hundred thousand dollars for consultants.,8,authorizing a transfer of funds from the capital improvements
238,42,What's the problem we're trying to fix with this expenditure?,8,authorizing a transfer of funds from the capital improvements
239,42,I think that when you kind of zoom back out one of the mayor's when the mayor released his economic development vision one of the planks of that vision said that he wanted to look at the zoning code to make sure that there were not any barriers to the kind of growth and development that that is part of the administration's vision that is the type of thing that have been supported by past planning efforts.,8,authorizing a transfer of funds from the capital improvements
240,42,So rather than and I think that will likely involve what what's impeding our growth and expansion.,8,authorizing a transfer of funds from the capital improvements
241,42,I think when you look at some of the recommendations that came out of the transitory development study a few years ago there was certainly recommendations for looking at things like the height and density allowed on some of our commercial and transit corridors and maybe looking at you know again I don't envision there being like we're not proposing to throw out the code it's kind of looking at those areas that could perhaps be tweaked to better enable some of that type of development. I think that the things that have come up a number of times in past planning efforts that we want to give some further exploration to is exactly that is kind of how we how we regulate density along some of our some of our transit and commercial corridors whether or not there is justific whether or not we should be looking at some of the ways we require or don't require or regulate parking and new development especially around transit the degree to which accessory dwelling units and different people call those different things like to interrupt you know this sounds very benign but taken to its logical extreme I think people should understand what this can represent.,8,authorizing a transfer of funds from the capital improvements
242,42,This could represent a significant up zoning of neighborhoods that have been traditionally very popular for their single and two-family residential character.,8,authorizing a transfer of funds from the capital improvements
243,42,Bayview is case in point if you if you rezone Bayview from an RT1234 to an RM13456 or 7 you could triple or quadruple the density of Bayview but would that be an improvement or would that be a detriment?,8,authorizing a transfer of funds from the capital improvements
244,42,"Superior Street, South Shore Street, some of the most magnificent views in the city of Milwaukee are now in the possession of relatively modest single-family homes.",8,authorizing a transfer of funds from the capital improvements
245,42,What would those streets look like with a row of 20-story high-rises?,8,authorizing a transfer of funds from the capital improvements
246,42,And you would say well the neighbors would never sell.,8,authorizing a transfer of funds from the capital improvements
247,42,"Oh no, developer comes in there willing to pay two million bucks for a house assessed at 400,000 and they might sell and you'd start to process because this happened in Chicago that's exactly how a lot of the Chicago lakefront developed or on the north side the northeast side Wall Avenue what a magnificent place for a string of high-rises or Terrace south of North Avenue what a big lots huge lots with lake views over the bluff magnificent location for high-rises",8,authorizing a transfer of funds from the capital improvements
248,42,Are we really going to go there?,8,authorizing a transfer of funds from the capital improvements
249,42,Because if we really want to increase density and population growth you've got to add housing units where people want to live and it's those neighborhoods where people want to live.,8,authorizing a transfer of funds from the capital improvements
250,42,Is that a fair statement?,8,authorizing a transfer of funds from the capital improvements
